Brand,Model,Body_Type,Price_Min_Lakh,Price_Max_Lakh,Price_Avg_Lakh,Price_INR,Mileage_Min_kmpl,Mileage_Max_kmpl,Mileage_Avg_kmpl,Engine_Min_CC,Engine_Max_CC,Engine_Avg_CC,Safety_Rating,Safety_Rating_Available,NCAP_Body,Fuel_Type_Primary,Fuel_Type_Full,Transmission_Primary,Transmission_Full,Seating_Min,Seating_Max,Key_Strengths,Things_To_Consider
Honda,WR-V,SUV,8.5,12.02,10.26,1026000.0,16.5,17.5,17.0,1199.0,1498.0,1348.5,0.0,False,,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 17.0 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Renault,Duster,SUV,10.0,17.0,13.5,1350000.0,17.0,17.0,17.0,1330.0,1498.0,1414.0,0.0,False,,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 17.0 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Higher ground clearance handles rough roads and speed breakers with ease.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Nissan,Magnite,SUV,6.0,11.55,8.775,877500.0,17.4,20.0,18.7,999.0,999.0,999.0,4.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,"Decent real-world mileage of 18.7 kmpl balances performance with economy. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Small 999 cc engine may feel strained when fully loaded or on steep inclines at speed.
Nissan,Kicks,SUV,10.5,18.5,14.5,1450000.0,19.6,19.6,19.6,1332.0,1332.0,1332.0,0.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Refined 1332 cc engine hits a sweet spot between everyday driveability and fuel economy.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Nissan,X-Trail,SUV,30.0,38.0,34.0,3400000.0,19.6,19.6,19.6,1497.0,1497.0,1497.0,5.0,False,,Petrol,Petrol,Automatic,Automatic,5.0,7.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹34.00 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Skoda,Kylaq,SUV,7.89,13.49,10.69,1069000.0,19.8,19.8,19.8,999.0,999.0,999.0,5.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.8 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Small 999 cc engine may feel strained when fully loaded or on steep inclines at speed.
Skoda,Kodiaq,SUV,39.99,45.59,42.790000000000006,4279000.0,13.6,13.6,13.6,1984.0,1984.0,1984.0,5.0,True,Euro NCAP,Petrol,Petrol,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Mileage of 13.6 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Skoda,Superb,Sedan,47.99,47.99,47.99,4799000.0,14.67,14.67,14.67,1984.0,1984.0,1984.0,5.0,True,Euro NCAP,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Mileage of 14.7 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
Skoda,Elroq,SUV,45.0,45.0,45.0,4500000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Volkswagen,Tiguan,SUV,35.5,38.0,36.75,3675000.0,12.9,12.9,12.9,1984.0,1984.0,1984.0,5.0,True,Euro NCAP,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹36.75 lakh (avg) reflects its class-leading features and build quality.,Mileage of 12.9 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Volkswagen,ID.4 GTX,SUV,55.0,60.0,57.5,5750000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
MG,Astor,SUV,11.03,17.94,14.485,1448500.0,14.68,16.19,15.435,1349.0,1498.0,1423.5,5.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 15.4 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
MG,ZS EV,SUV,18.98,24.68,21.83,2183000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Refined 1490 cc engine hits a sweet spot between everyday driveability and fuel economy.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Battery replacement after 8–10 years can be a significant unplanned expense.
MG,Comet EV,Hatchback,6.98,9.14,8.06,806000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,0.0,False,,Electric,Electric,Automatic,Automatic,4.0,4.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Mid-range pricing of ₹8.06 lakh (avg) puts a feature-rich package within comfortable reach.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Battery replacement after 8–10 years can be a significant unplanned expense.
MG,Windsor EV,MPV,13.49,16.79,15.14,1514000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,0.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Generous 5-seat layout makes it perfect for large families or group travel.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
MG,Gloster,SUV,39.9,43.6,41.75,4175000.0,12.3,12.3,12.3,1996.0,1996.0,1996.0,5.0,False,,Diesel,Diesel,Automatic,Automatic,7.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Mileage of 12.3 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
MG,M9,MPV,68.8,68.8,68.8,6880000.0,19.6,19.6,19.6,1990.0,1990.0,1990.0,0.0,False,,Hybrid,Hybrid,Automatic,Automatic,6.0,7.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Intelligent hybrid system seamlessly switches between petrol and electric to maximise efficiency.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger dimensions require more practice to manoeuvre confidently in tight parking spaces.
Citroen,Basalt,SUV,7.99,12.91,10.45,1045000.0,19.3,19.3,19.3,1198.0,1199.0,1198.5,0.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.3 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Citroen,C3 Aircross,SUV,8.49,13.05,10.77,1077000.0,19.3,19.3,19.3,1198.0,1199.0,1198.5,0.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,7.0,Decent real-world mileage of 19.3 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Refined 1198 cc engine hits a sweet spot between everyday driveability and fuel economy.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Citroen,C5 Aircross,SUV,36.67,36.67,36.67,3667000.0,15.7,15.7,15.7,1997.0,1997.0,1997.0,0.0,False,,Diesel,Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 15.7 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Powerful 1997 cc engine delivers strong mid-range pull for confident overtaking.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Jeep,Meridian,SUV,29.9,38.06,33.980000000000004,3398000.0,16.4,16.4,16.4,1956.0,1956.0,1956.0,5.0,True,Euro NCAP,Diesel,Diesel,Manual,Manual & Automatic,5.0,7.0,Decent real-world mileage of 16.4 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹33.98 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Jeep,Wrangler,SUV,68.94,74.24,71.59,7159000.0,11.5,11.5,11.5,1995.0,1995.0,1995.0,5.0,False,,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Mileage of 11.5 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Isuzu,V-Cross,Pickup,22.2,25.0,23.6,2360000.0,19.6,19.6,19.6,1898.0,1898.0,1898.0,5.0,True,ASEAN NCAP,Diesel,Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Open cargo bed gives unmatched versatility for transporting oversized items.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Isuzu,MU-X,SUV,34.06,37.24,35.650000000000006,3565000.0,15.04,15.04,15.04,1898.0,1898.0,1898.0,5.0,True,ASEAN NCAP,Diesel,Diesel,Automatic,Automatic,7.0,7.0,Decent real-world mileage of 15.0 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Force Motors,Urbania,Van,26.02,44.65,35.335,3533500.0,10.9,10.9,10.9,2179.0,2179.0,2179.0,0.0,False,,Diesel,Diesel,Manual,Manual,13.0,26.0,"Focused on performance with an engine tuned for power rather than peak economy. | Packed with active safety tech making it a dependable choice for family use. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.","NCAP crash-test data is unavailable; independently verify safety features before purchase. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
Force Motors,Gurkha 5-Door,SUV,17.86,17.86,17.86,1786000.0,19.6,19.6,19.6,2596.0,2596.0,2596.0,0.0,False,,Diesel,Diesel,Manual,Manual,6.0,6.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Powerful 2596 cc engine delivers strong mid-range pull for confident overtaking.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Manual-only transmission can cause clutch fatigue during prolonged stop-start city driving.
BYD,Atto 3,SUV,26.0,26.0,26.0,2600000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Global NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Refined 1490 cc engine hits a sweet spot between everyday driveability and fuel economy.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
BYD,Seal,Sedan,41.0,53.0,47.0,4700000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹47.00 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
BYD,e6,MPV,29.15,29.15,29.15,2915000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,0.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Generous 5-seat layout makes it perfect for large families or group travel.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger dimensions require more practice to manoeuvre confidently in tight parking spaces.
BYD,Sealion 7,SUV,41.0,45.0,43.0,4300000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
BYD,eMAX 7,MPV,26.9,29.9,28.4,2840000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,0.0,False,,Electric,Electric,Automatic,Automatic,6.0,7.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Zero tailpipe emissions contribute to cleaner air and significantly lower running costs per km.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Battery replacement after 8–10 years can be a significant unplanned expense.
Tata,Tiago NRG,Hatchback,6.87,8.6,7.734999999999999,773500.0,20.0,23.84,21.92,1199.0,1199.0,1199.0,4.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual,5.0,5.0,"Solid mileage of 21.9 kmpl keeps your monthly fuel bill comfortably in check. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Refined 1199 cc engine hits a sweet spot between everyday driveability and fuel economy.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
BMW,3 Series,Sedan,46.9,65.9,56.4,5640000.0,14.5,17.8,16.15,1998.0,2998.0,2498.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 16.1 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
BMW,5 Series,Sedan,67.9,89.9,78.9,7890000.0,13.2,16.4,14.8,1998.0,2998.0,2498.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Powerful 2498 cc engine delivers strong mid-range pull for confident overtaking.,Mileage of 14.8 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Large displacement engine results in a heavier road tax and insurance premium in some states.
BMW,X1,SUV,46.9,56.9,51.9,5190000.0,15.1,17.4,16.25,1499.0,1998.0,1748.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 16.2 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹51.90 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
BMW,X3,SUV,67.9,82.0,74.95,7495000.0,13.5,16.0,14.75,1998.0,2998.0,2498.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Mileage of 14.8 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
BMW,X5,SUV,95.0,115.0,105.0,10500000.0,11.8,14.5,13.15,2998.0,2998.0,2998.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Mileage of 13.2 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
BMW,X7,SUV,1.31,1.49,1.4,14000000.0,10.1,12.3,11.2,2998.0,2998.0,2998.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,6.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,Mileage of 11.2 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
BMW,i4,Sedan,72.5,82.5,77.5,7750000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
BMW,iX,SUV,1.11,1.33,1.22,12200000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mercedes-Benz,A-Class,Sedan,45.5,52.0,48.75,4875000.0,15.6,17.2,16.4,1332.0,1991.0,1661.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 16.4 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Powerful 1662 cc engine delivers strong mid-range pull for confident overtaking.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Three-box sedan design limits boot access to smaller items if rear seat is occupied fully.
Mercedes-Benz,C-Class,Sedan,57.0,65.0,61.0,6100000.0,14.8,16.9,15.85,1496.0,1991.0,1743.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 15.8 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹61.00 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Mercedes-Benz,E-Class,Sedan,78.5,98.0,88.25,8825000.0,13.5,15.6,14.55,1991.0,2925.0,2458.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Well-proportioned boot offers ample luggage space for weekend getaways and airport runs.,Mileage of 14.6 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
Mercedes-Benz,GLA,SUV,50.0,58.0,54.0,5400000.0,15.0,16.5,15.75,1332.0,1991.0,1661.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 15.8 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Mercedes-Benz,GLC,SUV,67.0,76.0,71.5,7150000.0,14.0,15.8,14.9,1496.0,1991.0,1743.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,Mileage of 14.9 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Mercedes-Benz,GLE,SUV,92.0,110.0,101.0,10100000.0,12.4,14.2,13.3,2925.0,2925.0,2925.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,7.0,"Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.","Mileage of 13.3 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
Mercedes-Benz,EQB,SUV,74.5,80.0,77.25,7725000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,7.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Audi,A4,Sedan,44.9,54.0,49.45,4945000.0,14.2,17.0,15.6,1984.0,1984.0,1984.0,5.0,True,Euro NCAP,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 15.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
Audi,A6,Sedan,62.0,72.0,67.0,6700000.0,13.0,15.8,14.4,1984.0,2967.0,2475.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹67.00 lakh (avg) reflects its class-leading features and build quality.,Mileage of 14.4 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Audi,Q3,SUV,47.0,55.0,51.0,5100000.0,15.2,17.0,16.1,1395.0,1984.0,1689.5,5.0,True,Euro NCAP,Petrol,Petrol,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 16.1 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹51.00 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Audi,Q5,SUV,69.0,78.0,73.5,7350000.0,13.8,16.3,15.05,1984.0,1984.0,1984.0,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 15.1 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Audi,Q7,SUV,90.0,110.0,100.0,10000000.0,12.0,13.5,12.75,1984.0,2967.0,2475.5,5.0,True,Euro NCAP,Petrol,Petrol & Diesel,Automatic,Automatic,5.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,Mileage of 12.8 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Audi,e-tron,SUV,1.05,1.15,1.1,11000000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Volvo,XC40,SUV,47.0,62.0,54.5,5450000.0,18.1,18.1,18.1,1969.0,1969.0,1969.0,5.0,True,Euro NCAP,Petrol,Petrol & Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 18.1 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
